image_id,text,name,group,sub_group,emoji,train
353,Ухо,ear,People & Body,body-parts,👂🏼,1
354,Ухо,ear,People & Body,body-parts,👂🏽,1
355,Ухо,ear,People & Body,body-parts,👂🏾,1
356,Ухо,ear,People & Body,body-parts,👂🏿,1
357,Нос,nose,People & Body,body-parts,👃,1
358,Нос,nose,People & Body,body-parts,👃🏻,1
359,Нос,nose,People & Body,body-parts,👃🏼,1
360,Нос,nose,People & Body,body-parts,👃🏽,1
361,Нос,nose,People & Body,body-parts,👃🏾,1
362,Нос,nose,People & Body,body-parts,👃🏿,1
363,Мозг,brain,People & Body,body-parts,🧠,1
364,Зуб,tooth,People & Body,body-parts,🦷,1
365,Кость,bone,People & Body,body-parts,🦴,1
366,Глаза,eyes,People & Body,body-parts,👀,0
367,Глаз,eye,People & Body,body-parts,👁,1
368,Язык,tongue,People & Body,body-parts,👅,1
369,Губы,mouth,People & Body,body-parts,👄,1
370,Младенец,baby,People & Body,person,👶,1
371,Младенец,baby,People & Body,person,👶🏻,1
372,Младенец,baby,People & Body,person,👶🏼,1
373,Младенец,baby,People & Body,person,👶🏽,1
374,Младенец,baby,People & Body,person,👶🏾,1
375,Младенец,baby,People & Body,person,👶🏿,1
376,Ребенок,child,People & Body,person,🧒,0
377,Ребенок,child,People & Body,person,🧒🏻,0
378,Ребенок,child,People & Body,person,🧒🏼,0
379,Ребенок,child,People & Body,person,🧒🏽,0
380,Ребенок,child,People & Body,person,🧒🏾,0
381,Ребенок,child,People & Body,person,🧒🏿,0
382,Мальчик,boy,People & Body,person,👦,1
383,Мальчик,boy,People & Body,person,👦🏻,1
384,Мальчик,boy,People & Body,person,👦🏼,1
385,Мальчик,boy,People & Body,person,👦🏽,1
386,Мальчик,boy,People & Body,person,👦🏾,1
387,Мальчик,boy,People & Body,person,👦🏿,1
388,Девочка,girl,People & Body,person,👧,1
389,Девочка,girl,People & Body,person,👧🏻,1
390,Девочка,girl,People & Body,person,👧🏼,1
391,Девочка,girl,People & Body,person,👧🏽,1
392,Девочка,girl,People & Body,person,👧🏾,1
393,Девочка,girl,People & Body,person,👧🏿,1
394,Человек,adult,People & Body,person,🧑,1
395,Человек,adult,People & Body,person,🧑🏻,1
396,Человек,adult,People & Body,person,🧑🏼,1
397,Человек,adult,People & Body,person,🧑🏽,1
398,Человек,adult,People & Body,person,🧑🏾,1
399,Человек,adult,People & Body,person,🧑🏿,1
400,Блондин,person with blond hair,People & Body,person,👱,1
401,Блондин,person with blond hair,People & Body,person,👱🏻,1
402,Блондин,person with blond hair,People & Body,person,👱🏼,1
403,Блондин,person with blond hair,People & Body,person,👱🏽,1
404,Блондин,person with blond hair,People & Body,person,👱🏾,1
405,Блондин,person with blond hair,People & Body,person,👱🏿,1
406,Мужчина,man,People & Body,person,👨,1
407,Мужчина,man,People & Body,person,👨🏻,1
408,Мужчина,man,People & Body,person,👨🏼,1
409,Мужчина,man,People & Body,person,👨🏽,1
410,Мужчина,man,People & Body,person,👨🏾,1
411,Мужчина,man,People & Body,person,👨🏿,1
412,Мужчина с бородой,bearded person,People & Body,person,🧔,1
413,Мужчина с бородой,bearded person,People & Body,person,🧔🏻,1
414,Мужчина с бородой,bearded person,People & Body,person,🧔🏼,1
415,Мужчина с бородой,bearded person,People & Body,person,🧔🏽,1
416,Мужчина с бородой,bearded person,People & Body,person,🧔🏾,1
417,Мужчина с бородой,bearded person,People & Body,person,🧔🏿,1
418,Мужчина со светлыми волосами,blond man,People & Body,person,👱‍♂️,1
419,Мужчина со светлыми волосами,blond man type 1 2,People & Body,person,👱🏻‍♂️,1
420,Мужчина со светлыми волосами,blond man type 3,People & Body,person,👱🏼‍♂️,1
421,Мужчина со светлыми волосами,blond man type 4,People & Body,person,👱🏽‍♂️,1
422,Мужчина со светлыми волосами,blond man type 5,People & Body,person,👱🏾‍♂️,1
423,Мужчина со светлыми волосами,blond man type 6,People & Body,person,👱🏿‍♂️,1
424,Мужчина с рыжими волосами,man red haired,People & Body,person,👨‍🦰,1
425,Мужчина с рыжими волосами,man red haired light skin tone,People & Body,person,👨🏻‍🦰,0
426,Мужчина с рыжими волосами,man red haired medium light skin tone,People & Body,person,👨🏼‍🦰,1
427,Мужчина с рыжими волосами,man red haired medium skin tone,People & Body,person,👨🏽‍🦰,1
428,Мужчина с рыжими волосами,man red haired dark skin tone,People & Body,person,👨🏿‍🦰,1
429,Мужчина с рыжими волосами,man red haired medium dark skin tone,People & Body,person,👨🏾‍🦰,1
430,Мужчина с кучерявыми волосами,man curly haired,People & Body,person,👨‍🦱,1
431,Мужчина с кучерявыми волосами,man curly haired light skin tone,People & Body,person,👨🏻‍🦱,1
432,Мужчина с кучерявыми волосами,man curly haired medium light skin tone,People & Body,person,👨🏼‍🦱,1
433,Мужчина с кучерявыми волосами,man curly haired medium skin tone,People & Body,person,👨🏽‍🦱,1
434,Мужчина с кучерявыми волосами,man curly haired medium dark skin tone,People & Body,person,👨🏾‍🦱,1
435,Мужчина с кучерявыми волосами,man curly haired dark skin tone,People & Body,person,👨🏿‍🦱,1
436,Мужчина с белыми волосами,man white haired,People & Body,person,👨‍🦳,1
437,Мужчина с белыми волосами,man white haired light skin tone,People & Body,person,👨🏻‍🦳,1
438,Мужчина с белыми волосами,man white haired medium light skin tone,People & Body,person,👨🏼‍🦳,0
439,Мужчина с белыми волосами,man white haired medium skin tone,People & Body,person,👨🏽‍🦳,1
440,Мужчина с белыми волосами,man white haired medium dark skin tone,People & Body,person,👨🏾‍🦳,1
441,Мужчина с белыми волосами,man white haired dark skin tone,People & Body,person,👨🏿‍🦳,1
442,Лысый мужчина,man bald,People & Body,person,👨‍🦲,1
443,Лысый мужчина,man bald light skin tone,People & Body,person,👨🏻‍🦲,1
444,Лысый мужчина,man bald medium light skin tone,People & Body,person,👨🏼‍🦲,1
445,Лысый мужчина,man bald medium skin tone,People & Body,person,👨🏽‍🦲,1
446,Лысый мужчина,man bald medium dark skin tone,People & Body,person,👨🏾‍🦲,1
447,Лысый мужчина,man bald dark skin tone,People & Body,person,👨🏿‍🦲,1
448,Женщина,woman,People & Body,person,👩,1
449,Женщина,woman,People & Body,person,👩🏻,1
450,Женщина,woman,People & Body,person,👩🏼,1
451,Женщина,woman,People & Body,person,👩🏽,1
452,Женщина,woman,People & Body,person,👩🏾,1
453,Женщина,woman,People & Body,person,👩🏿,1
454,Блондинка,blonde woman,People & Body,person,👱‍♀️,1
455,Блондинка,blonde woman type 1 2,People & Body,person,👱🏻‍♀️,1
456,Блондинка,blonde woman type 3,People & Body,person,👱🏼‍♀️,1
457,Блондинка,blonde woman type 4,People & Body,person,👱🏽‍♀️,0
458,Блондинка,blonde woman type 5,People & Body,person,👱🏾‍♀️,1
459,Блондинка,blonde woman type 6,People & Body,person,👱🏿‍♀️,1
460,Женщина с рыжими волосами,woman red haired,People & Body,person,👩‍🦰,1
461,Женщина с рыжими волосами,woman red haired light skin tone,People & Body,person,👩🏻‍🦰,1
462,Женщина с рыжими волосами,woman red haired medium light skin tone,People & Body,person,👩🏼‍🦰,1
463,Женщина с рыжими волосами,woman red haired medium skin tone,People & Body,person,👩🏽‍🦰,1
464,Женщина с рыжими волосами,woman red haired medium dark skin tone,People & Body,person,👩🏾‍🦰,1
465,Женщина с рыжими волосами,woman red haired dark skin tone,People & Body,person,👩🏿‍🦰,0
466,Женщина с кучерявыми волосами,woman curly haired,People & Body,person,👩‍🦱,0
467,Женщина с кучерявыми волосами,woman curly haired light skin tone,People & Body,person,👩🏻‍🦱,1
468,Женщина с кучерявыми волосами,woman curly haired medium light skin tone,People & Body,person,👩🏼‍🦱,1
469,Женщина с кучерявыми волосами,woman curly haired medium skin tone,People & Body,person,👩🏽‍🦱,1
470,Женщина с кучерявыми волосами,woman curly haired medium dark skin tone,People & Body,person,👩🏾‍🦱,1
471,Женщина с кучерявыми волосами,woman curly haired dark skin tone,People & Body,person,👩🏿‍🦱,1
472,Женщина с белыми волосами,woman white haired,People & Body,person,👩‍🦳,0
473,Женщина с белыми волосами,woman white haired light skin tone,People & Body,person,👩🏻‍🦳,1
474,Женщина с белыми волосами,woman white haired medium light skin tone,People & Body,person,👩🏼‍🦳,1
475,Женщина с белыми волосами,woman white haired medium skin tone,People & Body,person,👩🏽‍🦳,1
476,Женщина с белыми волосами,woman white haired medium dark skin tone,People & Body,person,👩🏾‍🦳,1
477,Женщина с белыми волосами,woman white haired dark skin tone,People & Body,person,👩🏿‍🦳,1
478,Лысая женщина,woman bald,People & Body,person,👩‍🦲,1
479,Лысая женщина,woman bald light skin tone,People & Body,person,👩🏻‍🦲,1
480,Лысая женщина,woman bald medium light skin tone,People & Body,person,👩🏼‍🦲,1
481,Лысая женщина,woman bald medium skin tone,People & Body,person,👩🏽‍🦲,1
482,Лысая женщина,woman bald medium dark skin tone,People & Body,person,👩🏾‍🦲,1
483,Лысая женщина,woman bald dark skin tone,People & Body,person,👩🏿‍🦲,1
484,Пожилая женщина,older adult,People & Body,person,🧓,1
485,Пожилая женщина,older adult,People & Body,person,🧓🏻,1
486,Пожилая женщина,older adult,People & Body,person,🧓🏼,1
487,Пожилая женщина,older adult,People & Body,person,🧓🏽,1
488,Пожилая женщина,older adult,People & Body,person,🧓🏾,1
489,Пожилая женщина,older adult,People & Body,person,🧓🏿,1
490,Пожилой мужчина,older man,People & Body,person,👴,1
491,Пожилой мужчина,older man,People & Body,person,👴🏻,1
492,Пожилой мужчина,older man,People & Body,person,👴🏼,1
493,Пожилой мужчина,older man,People & Body,person,👴🏽,1
494,Пожилой мужчина,older man,People & Body,person,👴🏾,1
495,Пожилой мужчина,older man,People & Body,person,👴🏿,1
496,Бабушка,older woman,People & Body,person,👵,1
